날짜,종가,거래량,변동률(%)
2025.04.21,55400,5941847,0.0
2025.04.22,55000,9532469,-0.72
2025.04.23,55700,11148692,1.27
2025.04.24,55700,10580377,0.0
2025.04.25,55700,12183303,0.0
